,File,Energy inside GT,Pointing game,Head,Level
337,original_LS-387_2_3,0.43414634466171265,Hit,P3,LEVEL_III
338,original_LS-113_4_6,0.23095858097076416,Miss,P3,LEVEL_III
339,original_LS-068_4_1,0.046020012348890305,Miss,P3,LEVEL_III
340,original_LS-505_3_4,0.28544294834136963,Hit,P3,LEVEL_III
341,original_LS-640_2_5,0.028234660625457764,Miss,P3,LEVEL_III
342,original_LS-113_5_1,0.017007969319820404,Miss,P3,LEVEL_III
343,original_LS-640_2_3,0.5105326175689697,Miss,P3,LEVEL_III
344,original_LS-505_2_4,0.4117974042892456,Hit,P3,LEVEL_III
345,original_LS-640_3_2,0.12554357945919037,Miss,P3,LEVEL_III
346,original_LS-113_4_5,0.15167666971683502,Hit,P3,LEVEL_III
347,original_LS-479_0_2,0.09921134263277054,Miss,P3,LEVEL_III
348,original_LS-425_3_3,0.34704145789146423,Hit,P3,LEVEL_III
349,original_LS-113_1_5,0.3321300446987152,Hit,P3,LEVEL_III
350,original_LS-623_2_3,0.3305775821208954,Hit,P3,LEVEL_III
351,original_LS-113_4_1,0.13393115997314453,Miss,P3,LEVEL_III
352,original_LS-068_4_0,0.4113757312297821,Hit,P3,LEVEL_III
353,original_LS-068_3_2,0.47999998927116394,Hit,P3,LEVEL_III
354,original_LS-342_1_3,0.05938645452260971,Miss,P3,LEVEL_III
355,original_LS-321_1_5,0.10591702908277512,Miss,P3,LEVEL_III
356,original_LS-485_0_2,0.1311250627040863,Miss,P3,LEVEL_III
357,original_LS-068_1_3,0.06515637040138245,Miss,P3,LEVEL_III
358,original_LS-321_2_4,0.45915502309799194,Hit,P3,LEVEL_III
359,original_LS-623_2_4,0.2602059245109558,Hit,P3,LEVEL_III
360,original_LS-623_4_3,0.19030548632144928,Miss,P3,LEVEL_III
361,original_LS-387_2_2,0.015459238551557064,Miss,P3,LEVEL_III
362,original_LS-640_3_4,0.1465352326631546,Miss,P3,LEVEL_III
363,original_LS-068_3_0,0.09932982176542282,Miss,P3,LEVEL_III
364,original_LS-113_0_0,0.4472774565219879,Hit,P3,LEVEL_III
365,original_LS-113_3_3,0.08610178530216217,Miss,P3,LEVEL_III
366,original_LS-425_3_4,0.4211116433143616,Hit,P3,LEVEL_III
367,original_LS-387_2_4,0.06755272299051285,Miss,P3,LEVEL_III
368,original_LS-428_2_3,0.5109825134277344,Hit,P3,LEVEL_III
369,original_LS-113_4_2,0.03260723128914833,Hit,P3,LEVEL_III
370,original_LS-113_3_2,0.2683267593383789,Miss,P3,LEVEL_III
371,original_LS-099_2_2,0.46131226420402527,Hit,P3,LEVEL_III
372,original_LS-113_1_2,0.2619965672492981,Hit,P3,LEVEL_III
